id,name,now_cost,position,team,starts,penalties_missed,own_goals,ep_next,influence,news,total_points,creativity_rank_type,expected_goals_conceded_per_90,influence_rank_type,goals_conceded_per_90,bonus,penalties_order,expected_goal_involvements,selected_rank_type,news_added,ict_index,value_season,expected_goals_per_90,transfers_out_event,web_name,form_rank_type,expected_assists_per_90,form,expected_assists,clean_sheets_per_90,clean_sheets,threat_rank,goals_scored,penalties_saved,minutes,threat,goals_conceded,red_cards,can_select,now_cost_rank_type,event_points,ep_this,chance_of_playing_this_round,in_dreamteam,transfers_in_event,chance_of_playing_next_round,value_form,cost_change_start,status,points_per_game_rank,cost_change_event,cost_change_start_fall,yellow_cards,transfers_in,corners_and_indirect_freekicks_order,selected_rank,ict_index_rank_type,direct_freekicks_order,influence_rank,now_cost_rank,expected_goal_involvements_per_90,creativity,points_per_game_rank_type,expected_goals,transfers_out,form_rank,region,bps,dreamteam_count,saves,saves_per_90,selected_by_percent,expected_goals_conceded,creativity_rank,cost_change_event_fall,points_per_game,assists,starts_per_90,threat_rank_type,ict_index_rank
14,Aaron Ramsdale,44,GKP,Southampton,9,0,0,0.0,261.6,Hand injury - Expected back 22 Dec,26,58,2.26,15,2.11,2,,0.01,26,2024-11-12T14:30:07.315514Z,26.2,5.9,0.0,2759,Ramsdale,69,0.0,0.0,0.01,0.11,1,535,0,0,810,0.0,19,0,True,21,0,0.0,0.0,False,77,0.0,0.0,-1,i,126,0,1,1,257511,,181,15,,94,501,0.0,0.0,21,0.00,236773,516,241.0,102,1,36,4.0,1.3,20.33,559,0,2.9,0,1.0,50,250
27,Cameron Archer,50,FWD,Southampton,9,1,0,1.1,90.2,,35,32,2.43,27,1.81,4,2.0,4.72,21,,38.8,7.0,0.46,5953,Archer,27,0.04,1.6,0.37,0.11,1,50,2,0,844,258.0,17,0,True,47,1,0.6,,False,5091,,0.3,0,a,219,0,0,0,443380,,131,26,,287,214,0.5,38.9,29,4.35,361374,204,241.0,93,1,0,0.0,2.2,22.78,286,0,2.2,0,0.96,19,188
188,Lesley Ugochukwu,45,MID,Southampton,2,0,0,-0.3,22.8,,6,177,2.58,181,3.46,0,,0.27,106,2024-11-30T01:00:07.716140Z,5.9,1.3,0.09,460,Ugochukwu,178,0.03,0.2,0.06,0.0,0,367,0,0,208,6.0,8,0,True,262,0,-0.8,100.0,False,63,100.0,0.0,0,a,408,0,0,1,44266,,327,187,,388,431,0.12,30.8,188,0.21,52836,378,73.0,18,0,0,0.0,0.3,5.96,300,0,1.0,0,0.87,196,385
397,Ryan Fraser,48,MID,Southampton,4,0,0,0.5,35.8,,6,182,3.03,171,3.59,0,,0.12,237,2024-11-01T16:30:08.020367Z,6.7,1.2,0.01,23,Fraser,135,0.03,1.0,0.10,0.0,0,325,0,0,301,13.0,12,1,True,190,0,0.0,100.0,False,7,100.0,0.2,-2,a,448,0,2,0,2032,,576,184,,367,289,0.04,26.5,219,0.02,4016,260,243.0,28,0,0,0.0,0.0,10.12,313,0,0.9,0,1.2,176,373
450,Carlos Alcaraz Durán,49,MID,Southampton,0,0,0,0.0,8.4,Permanent transfer to Flamengo,1,196,0.0,207,0.0,0,,0.10,252,2024-08-30T09:48:28.633540Z,4.3,0.2,0.7,6,Alcaraz,288,0.3,0.0,0.03,0.0,0,312,0,0,9,19.0,0,0,False,186,0,0.0,0.0,False,0,0.0,0.0,-1,u,432,0,1,0,1072,,595,195,,434,282,1.0,15.9,207,0.07,9907,650,,4,0,0,0.0,0.0,0.00,344,0,1.0,0,0.0,173,401
451,Samuel Amo-Ameyaw,44,MID,Southampton,0,0,0,-0.5,4.0,,1,195,3.84,215,0.0,0,,0.15,150,,2.6,0.2,0.07,374,Amo-Ameyaw,196,0.45,0.0,0.13,0.0,0,364,0,0,26,6.0,0,0,True,307,0,-1.0,,False,206,,0.0,-1,a,472,0,1,1,19993,,423,203,,452,521,0.52,16.1,226,0.02,19867,525,241.0,1,0,0,0.0,0.1,1.11,343,0,0.5,0,0.0,195,420
452,Joe Aribo,49,MID,Southampton,8,0,0,2.1,196.2,,36,97,2.87,59,2.6,3,,3.19,186,,51.7,7.3,0.22,141,Aribo,57,0.1,2.6,0.99,0.0,0,84,2,0,900,182.0,26,0,True,162,2,1.6,,False,74,,0.5,-1,a,189,0,1,0,11611,,491,70,,157,254,0.32,136.2,78,2.20,12440,111,157.0,185,0,0,0.0,0.1,28.67,141,0,2.4,0,0.8,51,121
453,Adam Armstrong,51,FWD,Southampton,10,1,0,2.9,122.8,,32,23,2.23,24,2.01,2,1.0,3.34,36,,42.1,6.3,0.31,3202,Armstrong,15,0.05,3.4,0.44,0.11,1,67,2,0,852,203.0,19,0,True,43,2,2.4,,False,5232,,0.7,-4,a,179,0,4,4,169027,,204,23,,244,177,0.36,96.1,25,2.90,234135,79,241.0,97,0,0,0.0,1.0,21.11,187,0,2.5,2,1.06,24,165
454,Gavin Bazunu,43,GKP,Southampton,0,0,0,0.0,0.0,Achilles injury - Expected back 15 Feb,0,56,0.0,70,0.0,0,,0.00,62,2024-08-23T09:30:06.171400Z,0.0,0.0,0.0,77,Bazunu,68,0.0,0.0,0.00,0.0,0,523,0,0,0,0.0,0,0,True,33,0,0.0,0.0,False,15,0.0,0.0,-2,i,566,0,2,0,2036,,445,70,,560,562,0.0,0.0,70,0.00,23227,504,104.0,0,0,0,0.0,0.1,0.00,550,0,0.0,0,0.0,49,562
455,Jan Bednarek,40,DEF,Southampton,12,0,0,-0.5,304.0,,17,76,2.16,21,2.19,0,,0.77,52,2024-12-06T15:30:08.306281Z,36.3,4.2,0.0,2619,Bednarek,144,0.06,0.0,0.76,0.08,1,328,0,0,1070,12.0,26,0,True,166,0,-1.0,100.0,False,1679,100.0,0.0,0,a,326,0,0,3,427505,,124,57,,59,609,0.06,48.0,103,0.01,321495,416,172.0,99,0,0,0.0,2.4,25.65,271,0,1.4,0,1.01,109,196
456,Armel Bella-Kotchap,39,DEF,Southampton,0,0,0,-0.5,0.0,,0,163,0.0,164,0.0,0,,0.00,98,,0.0,0.0,0.0,575,Bella-Kotchap,135,0.0,0.0,0.00,0.0,0,411,0,0,0,0.0,0,0,True,229,0,-1.0,,False,418,,0.0,-1,a,482,0,1,0,47801,,263,164,,475,692,0.0,0.0,164,0.00,35604,397,80.0,0,0,0,0.0,0.5,0.00,454,0,0.0,0,0.0,143,477
457,James Bree,39,DEF,Southampton,2,0,0,-0.3,26.6,,2,94,4.44,135,3.33,0,,0.13,118,,5.5,0.5,0.0,434,Bree,115,0.09,0.2,0.13,0.0,0,408,0,0,135,0.0,5,0,True,224,0,-0.8,,False,397,,0.1,-1,a,465,0,1,0,30129,,313,132,,378,686,0.09,29.2,155,0.00,19072,356,241.0,13,0,0,0.0,0.3,6.66,306,0,0.7,0,1.33,141,391
458,Shea Charles,45,MID,Southampton,0,0,0,0.0,0.0,Has joined Sheffield Wednesday on a season-long loan,0,253,0.0,249,0.0,0,,0.00,229,2024-08-29T11:10:39.600629Z,0.0,0.0,0.0,23,Charles,216,0.0,0.0,0.00,0.0,0,579,0,0,0,0.0,0,0,False,242,0,0.0,0.0,False,0,0.0,0.0,0,u,609,0,0,0,1091,,563,251,,602,401,0.0,0.0,253,0.00,7251,557,,0,0,0,0.0,0.0,0.00,598,0,0.0,0,0.0,246,604
459,Samuel Edozie,49,MID,Southampton,0,0,0,0.0,9.8,Loaned to Anderlecht,1,188,0.44,202,0.0,0,,0.15,279,2024-09-10T11:28:17.403794Z,5.1,0.2,0.0,6,Edozie,286,0.21,0.0,0.15,0.0,0,293,0,0,64,22.0,0,0,False,184,0,0.0,0.0,False,0,0.0,0.0,-1,u,476,0,1,1,463,,637,192,,425,279,0.21,19.0,229,0.00,2565,647,,6,0,0,0.0,0.0,0.31,335,0,0.5,0,0.0,162,398
460,Ronnie Edwards,39,DEF,Southampton,0,0,0,-0.3,5.0,,1,161,2.4,154,7.5,0,,0.00,113,,0.5,0.3,0.0,543,Edwards,117,0.0,0.2,0.00,0.0,0,413,0,0,12,0.0,1,0,True,230,0,-0.8,,False,306,,0.1,-1,a,377,0,1,0,37611,,297,157,,446,694,0.0,0.1,123,0.00,23393,358,241.0,-1,0,0,0.0,0.4,0.32,446,0,1.0,0,0.0,144,461
461,Taylor Harwood-Bellis,41,DEF,Southampton,14,0,0,0.3,346.0,,26,40,2.15,10,1.99,0,,1.37,15,2024-11-30T01:00:08.130168Z,56.9,6.3,0.09,7765,Harwood-Bellis,76,0.01,0.8,0.20,0.07,1,130,1,0,1219,118.0,27,0,True,156,0,-0.2,100.0,False,2913,100.0,0.2,1,a,286,0,-1,5,699277,,49,20,,39,590,0.1,103.7,90,1.17,788921,273,241.0,113,0,0,0.0,8.6,29.11,177,0,1.7,0,1.03,16,101
462,Kamaldeen Sulemana,50,MID,Southampton,1,0,0,0.3,12.0,,6,213,6.39,195,9.0,0,,0.03,289,2024-08-05T15:00:04.500770Z,2.4,1.2,0.03,17,Kamaldeen,150,0.02,0.8,0.01,0.0,0,336,0,0,60,11.0,6,0,True,142,1,-0.2,100.0,False,10,100.0,0.2,0,a,435,0,0,0,653,,655,208,,417,225,0.05,2.3,208,0.02,1018,296,81.0,21,0,0,0.0,0.0,4.26,411,0,1.0,0,1.5,182,428
463,Adam Lallana,50,MID,Southampton,5,0,0,-0.5,70.6,,11,143,1.64,146,1.44,1,,0.59,241,2024-11-25T09:30:07.787290Z,15.8,2.2,0.04,17,Lallana,291,0.13,0.0,0.44,0.0,0,302,0,0,312,21.0,5,0,True,117,0,-1.0,100.0,False,11,100.0,0.0,0,a,340,0,0,4,2985,,580,158,,313,188,0.17,67.1,163,0.15,5345,654,241.0,57,0,0,0.0,0.0,5.69,231,0,1.4,2,1.44,167,315
464,Juan Larios López,40,DEF,Southampton,0,0,0,0.0,0.0,Unknown - Expected back 16 Jan,0,190,0.0,192,0.0,0,,0.00,176,2024-11-29T12:00:07.896449Z,0.0,0.0,0.0,87,Larios,167,0.0,0.0,0.00,0.0,0,472,0,0,0,0.0,0,0,True,196,0,0.0,0.0,False,18,0.0,0.0,0,i,534,0,0,0,2803,,484,192,,529,656,0.0,0.0,190,0.00,6935,456,200.0,0,0,0,0.0,0.1,0.00,510,0,0.0,0,0.0,175,531
465,Mateusz Lis,40,GKP,Southampton,0,0,0,0.0,0.0,Transferred to Göztepe,0,27,0.0,50,0.0,0,,0.00,63,2024-08-23T12:38:57.742902Z,0.0,0.0,0.0,73,Lis,43,0.0,0.0,0.00,0.0,0,438,0,0,0,0.0,0,0,False,51,0,0.0,0.0,False,0,0.0,0.0,0,u,502,0,0,0,888,,450,50,,497,616,0.0,0.0,50,0.00,16783,422,,0,0,0,0.0,0.1,0.00,478,0,0.0,0,0.0,17,499
466,Joe Lumley,40,GKP,Southampton,3,0,0,1.1,102.2,,8,24,3.13,26,2.33,0,,0.00,40,,10.2,2.0,0.0,856,Lumley,16,0.0,1.6,0.00,0.0,0,430,0,0,270,0.0,7,0,True,48,0,0.6,,False,2520,,0.4,0,a,154,0,0,0,50452,,256,26,,272,606,0.0,0.0,25,0.00,25673,195,241.0,22,0,13,4.33,0.5,9.40,470,0,2.7,0,1.0,14,344
467,Ryan Manning,43,DEF,Southampton,9,0,0,0.3,120.2,,12,23,2.74,93,2.45,0,,1.52,180,,33.2,2.8,0.02,44,Manning,79,0.19,0.8,1.38,0.0,0,250,0,0,660,45.0,18,0,True,127,0,-0.2,,False,38,,0.2,-2,a,345,0,2,1,2361,1.0,496,63,,248,552,0.21,168.0,110,0.14,5788,277,104.0,48,0,0,0.0,0.1,20.10,111,0,1.3,1,1.23,75,213
468,Sékou Mara,50,FWD,Southampton,0,0,0,0.0,0.0,Transferred to Strasbourg,0,69,0.0,69,0.0,0,,0.00,72,2024-08-26T10:17:11.280625Z,0.0,0.0,0.0,12,Mara,66,0.0,0.0,0.00,0.0,0,674,0,0,0,0.0,0,0,False,49,0,0.0,0.0,False,0,0.0,0.0,0,u,682,0,0,0,782,,570,69,,681,221,0.0,0.0,70,0.00,8041,664,,0,0,0,0.0,0.0,0.00,678,0,0.0,0,0.0,69,681
469,Alex McCarthy,43,GKP,Southampton,4,0,0,0.3,126.6,,10,51,2.12,25,2.5,0,,0.00,57,,12.7,2.3,0.0,129,McCarthy,22,0.0,0.8,0.00,0.0,0,510,0,0,360,0.0,10,0,True,26,1,-0.2,,False,97,,0.2,-2,a,170,0,2,0,15904,,397,25,,241,535,0.0,0.0,28,0.00,22460,276,241.0,25,0,19,4.75,0.2,8.47,542,0,2.5,0,1.0,42,326
470,Paul Onuachu,49,FWD,Southampton,1,0,0,-0.3,9.6,,5,40,2.58,41,3.27,0,,0.06,58,2024-11-25T09:30:07.798801Z,5.2,1.0,0.05,313,Onuachu,42,0.0,0.2,0.00,0.0,0,270,0,0,110,32.0,4,0,True,54,0,-0.8,100.0,False,271,100.0,0.0,-1,a,460,0,1,1,28740,,385,41,,428,246,0.05,10.8,47,0.06,27844,383,157.0,15,0,0,0.0,0.2,3.15,364,0,0.8,0,0.82,40,395
471,Will Smallbone,50,MID,Southampton,3,0,0,0.0,22.6,Hamstring injury - Unknown return date,6,157,1.85,183,1.88,0,,0.85,256,2024-10-20T11:00:06.361543Z,11.1,1.2,0.12,16,Smallbone,293,0.2,0.0,0.54,0.0,0,271,0,0,240,32.0,5,0,True,128,0,0.0,0.0,False,14,0.0,0.0,0,i,320,0,0,0,1756,2.0,599,167,1.0,390,204,0.32,57.1,150,0.31,5867,656,104.0,31,0,0,0.0,0.0,4.93,250,0,1.5,0,1.12,149,337
472,Jack Stephens,40,DEF,Southampton,10,0,0,0.0,127.2,Suspended until 26 Dec,10,72,2.17,90,2.27,2,,0.48,90,2024-12-05T00:30:08.671176Z,19.6,2.5,0.03,1713,Stephens,139,0.02,0.0,0.20,0.11,1,315,0,0,793,17.0,20,2,True,158,0,0.0,0.0,False,44,0.0,0.0,0,s,379,0,0,2,117802,,243,91,,240,597,0.05,51.5,125,0.28,95059,409,241.0,39,0,0,0.0,0.6,19.16,264,0,1.0,0,1.13,101,286
473,Ross Stewart,44,FWD,Southampton,1,0,0,0.0,5.8,Muscle injury - Expected back 16 Jan,3,43,1.77,43,1.38,0,,0.19,23,2024-10-05T18:00:07.268831Z,2.1,0.7,0.12,5355,Stewart,45,0.01,0.0,0.02,0.0,0,346,0,0,130,9.0,2,0,True,76,0,0.0,0.0,False,11112,0.0,0.0,-1,i,457,0,1,1,574340,,135,44,,442,504,0.13,6.7,46,0.17,433194,518,243.0,5,0,0,0.0,2.1,2.56,388,0,0.8,0,0.69,43,433
474,Sugawara Yukinari,44,DEF,Southampton,9,0,0,0.3,194.6,,28,20,2.21,63,2.16,0,,1.89,134,2024-10-20T11:00:06.390070Z,43.0,6.4,0.04,274,Sugawara,82,0.18,0.8,1.57,0.11,1,220,1,0,791,60.0,19,0,True,98,1,-0.2,100.0,False,47,100.0,0.2,-1,a,249,0,1,2,30586,,374,43,2.0,159,493,0.22,176.9,76,0.32,33426,280,108.0,106,1,0,0.0,0.2,19.46,101,0,2.0,1,1.02,61,158
475,Charlie Taylor,39,DEF,Southampton,2,0,0,-0.3,68.6,,6,100,1.82,110,2.48,0,,0.09,26,,9.7,1.5,0.0,5667,Taylor,114,0.04,0.2,0.09,0.0,0,384,0,0,218,2.0,6,0,True,223,0,-0.8,,False,6376,,0.1,-1,a,375,0,1,1,329432,,75,113,,315,684,0.04,25.4,121,0.00,351974,355,241.0,30,0,0,0.0,5.0,4.40,316,0,1.0,0,0.83,132,347
476,Kyle Walker-Peters,44,DEF,Southampton,14,0,0,0.9,252.4,,28,25,2.53,40,2.3,3,,1.39,114,,51.7,6.4,0.02,513,Walker-Peters,60,0.08,1.4,1.13,0.07,1,151,0,0,1250,101.0,32,0,True,92,0,0.4,,False,240,,0.3,-1,a,248,0,1,3,29231,,303,29,,103,485,0.1,163.6,75,0.26,44303,211,241.0,126,0,0,0.0,0.3,35.13,117,0,2.0,2,1.01,24,120
477,Nathan Wood-Gordon,40,DEF,Southampton,2,0,0,-0.1,40.0,,2,118,3.2,128,2.82,0,,0.14,75,,6.0,0.5,0.04,1052,Wood,101,0.01,0.4,0.02,0.0,0,353,0,0,255,7.0,8,0,True,178,1,-0.6,,False,273,,0.1,0,a,466,0,0,1,91386,,185,129,,360,626,0.05,12.5,156,0.12,96406,326,241.0,12,0,0,0.0,1.3,9.08,357,0,0.7,0,0.71,120,384
515,Maxwel Cornet,47,MID,Southampton,1,0,0,-0.5,11.6,,1,211,2.27,197,5.07,0,,0.16,242,,2.2,0.2,0.2,28,Cornet,264,0.0,0.0,0.00,0.0,0,357,0,0,71,7.0,4,0,True,213,0,-1.0,,False,15,,0.0,-3,a,475,0,3,1,2075,,581,209,,419,326,0.2,3.5,228,0.16,3804,617,54.0,12,0,0,0.0,0.0,1.79,404,0,0.5,0,1.27,192,432
518,Flynn Downes,48,MID,Southampton,14,0,0,1.7,179.0,,28,56,2.16,70,2.14,0,,1.72,202,2024-11-30T01:00:08.247516Z,49.8,5.8,0.04,79,Downes,71,0.08,2.2,1.13,0.07,1,155,1,0,1219,99.0,29,0,True,203,2,1.2,100.0,False,55,100.0,0.5,-2,a,250,0,2,6,5264,,519,77,,182,305,0.12,219.2,112,0.59,7756,142,241.0,191,0,0,0.0,0.0,29.25,72,0,2.0,0,1.03,98,131
584,Ben Brereton Díaz,49,MID,Southampton,4,0,0,0.1,21.8,,13,149,2.31,184,2.02,0,,1.05,137,,16.8,2.7,0.18,118,Brereton Díaz,158,0.03,0.6,0.15,0.0,0,182,0,0,446,81.0,10,0,True,168,0,-0.4,,False,18,,0.1,-6,a,356,0,6,1,22351,,395,153,,394,260,0.21,63.6,172,0.90,78746,316,44.0,43,0,0,0.0,0.2,11.43,238,0,1.3,0,0.81,111,306
608,Tyler Dibling,45,MID,Southampton,10,0,0,0.9,134.6,,28,59,2.3,96,2.33,3,,2.10,38,2024-11-30T01:00:08.409547Z,49.5,6.2,0.11,6673,Dibling,105,0.1,1.4,1.00,0.1,1,107,1,0,926,145.0,24,0,True,255,2,0.4,100.0,False,5369,100.0,0.3,0,a,262,0,0,5,589309,4.0,128,79,,229,424,0.21,214.3,118,1.10,363392,213,241.0,121,1,0,0.0,2.3,23.68,75,0,1.9,0,0.97,70,134
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,13,0,0,2.3,198.2,,34,60,2.44,57,2.12,0,,2.66,224,,58.4,6.8,0.12,100,M.Fernandes,51,0.09,2.8,1.09,0.16,2,92,1,0,1146,171.0,27,0,True,151,1,1.8,,False,38,,0.6,0,a,208,0,0,4,7132,3.0,554,58,3.0,153,235,0.21,214.2,90,1.57,5602,102,173.0,184,0,0,0.0,0.0,31.03,76,0,2.3,1,1.02,57,96
693,Joseph O'Brien-Whitmarsh,45,MID,Southampton,0,0,0,-0.5,0.0,,0,279,0.0,275,0.0,0,,0.00,311,,0.0,0.0,0.0,11,O'Brien-Whitmarsh,245,0.0,0.0,0.00,0.0,0,613,0,0,0,0.0,0,0,True,277,0,-1.0,,False,23,,0.0,0,a,640,0,0,0,368,,687,277,,633,448,0.0,0.0,279,0.00,222,592,104.0,0,0,0,0.0,0.0,0.00,630,0,0.0,0,0.0,272,635
82,Dominic Solanke-Mitchell,75,FWD,Spurs,13,0,0,3.1,291.4,,61,17,1.53,11,1.25,3,,7.67,12,2024-12-02T00:00:07.868049Z,84.5,8.1,0.55,26571,Solanke,13,0.05,3.6,0.70,0.24,3,16,5,0,1148,427.0,16,0,True,6,5,4.6,100.0,False,7420,100.0,0.5,0,a,28,0,0,0,2142275,,47,8,,71,16,0.6,128.9,10,6.97,3981953,74,241.0,245,1,0,0.0,8.8,19.46,156,0,4.7,4,1.02,8,38
478,Ashley Phillips,40,DEF,Spurs,0,0,0,0.0,0.0,Loaned to Stoke City,0,197,0.0,199,0.0,0,,0.00,133,2024-08-26T10:10:07.966773Z,0.0,0.0,0.0,108,A.Phillips,175,0.0,0.0,0.00,0.0,0,481,0,0,0,0.0,0,0,False,205,0,0.0,0.0,False,0,0.0,0.0,0,u,542,0,0,0,8361,,373,199,,537,666,0.0,0.0,197,0.00,40702,465,,0,0,0,0.0,0.2,0.00,518,0,0.0,0,0.0,183,539
479,Brandon Austin,40,GKP,Spurs,0,0,0,-0.5,0.0,,0,29,0.0,52,0.0,0,,0.00,42,,0.0,0.0,0.0,331,Austin,45,0.0,0.0,0.00,0.0,0,441,0,0,0,0.0,0,0,True,53,0,1.0,,False,184,,0.0,0,a,505,0,0,0,28219,,264,52,,500,619,0.0,0.0,52,0.00,26578,425,241.0,0,0,0,0.0,0.5,0.00,481,0,0.0,0,0.0,19,502
480,Rodrigo Bentancur,49,MID,Spurs,7,0,0,0.0,100.2,Suspended until 26 Dec,19,158,1.39,124,1.52,1,,0.97,151,2024-11-18T15:00:09.073683Z,22.0,3.9,0.12,200,Bentancur,279,0.04,0.0,0.25,0.17,1,216,1,0,532,63.0,9,0,True,166,0,0.0,0.0,False,6,0.0,0.0,-1,s,266,0,1,4,18842,,425,138,,275,258,0.16,56.6,121,0.72,35439,639,230.0,106,0,0,0.0,0.1,8.24,251,0,1.9,0,1.18,124,274
481,Lucas Bergvall,44,MID,Spurs,1,0,0,0.7,38.6,,11,156,1.66,170,0.55,0,,0.41,67,2024-10-16T12:30:07.550630Z,10.6,2.5,0.04,2170,Bergvall,118,0.18,1.2,0.33,0.55,1,343,0,0,163,10.0,1,0,True,315,2,2.2,100.0,False,1837,100.0,0.3,-1,a,372,0,1,1,123548,,220,169,,365,529,0.22,57.6,180,0.08,130456,235,206.0,49,0,0,0.0,0.8,3.01,249,0,1.1,0,0.55,184,339
482,Yves Bissouma,49,MID,Spurs,8,0,0,0.7,181.4,,31,131,1.52,67,1.11,4,,0.67,100,2024-12-09T09:30:06.664766Z,29.4,6.3,0.04,944,Bissouma,124,0.04,1.2,0.35,0.25,2,281,2,0,733,29.0,9,0,True,172,0,0.0,0.0,False,188,100.0,0.2,-1,a,164,0,1,5,86610,,315,118,,177,264,0.08,81.7,69,0.32,82462,243,132.0,156,1,0,0.0,0.3,12.40,207,0,2.6,0,0.98,155,231
483,Bryan Gil Salvatierra,50,MID,Spurs,0,0,0,0.0,0.0,On loan to Girona for the season,0,305,0.0,305,0.0,0,,0.00,313,2024-07-31T11:08:25.895794Z,0.0,0.0,0.0,0,Bryan,296,0.0,0.0,0.00,0.0,0,670,0,0,0,0.0,0,0,False,136,0,0.0,0.0,False,0,0.0,0.0,0,u,678,0,0,0,0,,689,305,,677,215,0.0,0.0,305,0.00,146,660,,0,0,0,0.0,0.0,0.00,674,0,0.0,0,0.0,303,677
484,Ben Davies,43,DEF,Spurs,3,0,0,0.0,72.6,Hamstring injury - Expected back 29 Dec,10,145,1.71,108,0.67,0,,0.03,142,2024-12-06T10:30:08.078300Z,7.8,2.3,0.0,424,Davies,48,0.01,1.8,0.03,0.33,1,389,0,0,270,2.0,2,0,True,122,0,0.0,0.0,False,8,0.0,0.4,-2,i,171,0,2,1,11888,,390,118,,308,545,0.01,2.5,48,0.00,22233,173,244.0,51,0,0,0.0,0.2,5.14,409,0,2.5,0,1.0,137,363
485,Alfie Devine,45,MID,Spurs,0,0,0,0.0,0.0,Loaned to Westerlo,0,262,0.0,258,0.0,0,,0.00,195,2024-09-10T11:37:22.522366Z,0.0,0.0,0.0,49,Devine,226,0.0,0.0,0.00,0.0,0,595,0,0,0,0.0,0,0,False,253,0,0.0,0.0,False,0,0.0,0.0,0,u,622,0,0,0,4716,,509,260,,615,422,0.0,0.0,262,0.00,12006,571,,0,0,0,0.0,0.1,0.00,612,0,0.0,0,0.0,255,617
486,Radu Drăgușin,43,DEF,Spurs,7,0,0,2.7,150.2,,21,122,1.95,82,1.39,0,,0.11,112,,19.1,4.9,0.01,967,Dragusin,21,0.01,3.2,0.06,0.25,2,272,0,0,714,31.0,11,0,True,139,6,4.2,,False,1591,,0.7,-2,a,198,0,2,0,40187,,294,92,,210,566,0.02,8.9,56,0.05,27944,83,177.0,89,0,0,0.0,0.4,15.47,378,0,2.3,0,0.88,83,289
487,Emerson Leite de Souza Junior,45,DEF,Spurs,0,0,0,0.0,0.0,Transferred to AC Milan,0,230,0.0,230,0.0,0,,0.00,218,2024-08-13T07:06:12.490889Z,0.0,0.0,0.0,2,E.Royal,221,0.0,0.0,0.00,0.0,0,566,0,0,0,0.0,0,0,False,73,0,0.0,0.0,False,0,0.0,0.0,0,u,596,0,0,0,0,,644,230,,589,383,0.0,0.0,230,0.00,2628,544,,0,0,0,0.0,0.0,0.00,585,0,0.0,0,0.0,225,591
488,Fraser Forster,43,GKP,Spurs,4,0,0,2.5,158.6,,15,50,2.05,23,1.5,0,,0.00,33,,15.9,3.5,0.0,1737,Forster,6,0.0,3.0,0.00,0.25,1,508,0,0,360,0.0,6,0,True,25,7,4.0,,False,5273,,0.7,-2,a,56,0,2,0,62149,,233,23,,202,532,0.0,0.0,9,0.00,22012,90,241.0,62,0,20,5.0,0.7,8.20,540,0,3.8,0,1.0,41,312
489,Archie Gray,46,MID,Spurs,2,0,0,0.9,55.0,,12,208,1.82,158,0.74,0,,0.06,143,2024-12-02T00:00:08.747842Z,7.0,2.6,0.01,348,Gray,106,0.01,1.4,0.03,0.37,1,356,0,0,243,7.0,2,0,True,226,3,2.4,100.0,False,622,100.0,0.3,-4,a,352,0,4,0,12232,,411,183,,336,356,0.02,8.7,169,0.03,25719,214,241.0,51,0,0,0.0,0.1,4.92,381,0,1.3,0,0.74,191,371
490,Pierre-Emile Højbjerg,50,MID,Spurs,0,0,0,0.0,0.0,On loan to Marseille for the season,0,303,0.0,303,0.0,0,,0.00,304,2024-07-23T11:58:08.802970Z,0.0,0.0,0.0,1,Højbjerg,292,0.0,0.0,0.00,0.0,0,667,0,0,0,0.0,0,0,False,118,0,0.0,0.0,False,0,0.0,0.0,0,u,675,0,0,0,0,,679,303,,674,193,0.0,0.0,303,0.00,508,655,,0,0,0,0.0,0.0,0.00,671,0,0.0,0,0.0,301,674
491,Brennan Johnson,67,MID,Spurs,13,0,0,3.9,301.0,,71,77,1.45,20,1.15,5,,8.27,13,,96.8,10.6,0.57,75154,Johnson,23,0.06,4.4,0.80,0.15,2,8,6,0,1170,500.0,15,0,True,19,0,5.4,,False,7850,,0.7,2,a,35,0,-2,3,1899630,,48,19,,62,37,0.63,173.0,15,7.47,1087673,46,244.0,229,0,0,0.0,8.6,18.85,106,0,4.4,3,1.0,5,25
492,Dejan Kulusevski,63,MID,Spurs,14,0,0,4.3,353.4,,65,9,1.49,10,1.17,5,,4.81,26,,124.4,10.3,0.15,10229,Kulusevski,17,0.2,4.8,2.70,0.29,4,17,4,0,1228,421.0,16,0,True,35,8,5.8,,False,18656,,0.8,-2,a,44,0,2,3,714656,3.0,88,7,,35,57,0.35,471.8,18,2.11,543432,34,206.0,253,0,0,0.0,4.2,20.30,10,0,4.1,3,1.03,9,9
493,Giovani Lo Celso,49,MID,Spurs,0,0,0,0.0,0.0,Transferred to Real Betis,0,299,0.0,298,0.0,0,,0.00,228,2024-08-31T06:14:45.936781Z,0.0,0.0,0.0,9,Lo Celso,278,0.0,0.0,0.00,0.0,0,655,0,0,0,0.0,0,0,False,165,0,0.0,0.0,False,0,0.0,0.0,-1,u,668,0,1,0,2052,,562,298,,666,257,0.0,0.0,299,0.00,10523,638,,0,0,0,0.0,0.0,0.00,662,0,0.0,0,0.0,295,666
